Date,Driver,Age,Team,Circuit,PitStopTime,ReactionTime,FinalPosition,DNF,Points,MaxSpeed,Overtakes,Experience,DriverSkill,CarPerformance,TrackFamiliarity,WeatherCondition,TyreCompound,EngineMode,QualifyingPosition,TyreWear,FuelConsumption,DownforceLevel,FinalRaceTime
2016-09-10,Perez,35,Williams,Melbourne,2.651,0.4255576911761214,3.0,0,15,330.6,11.881566273274904,15,83.81566273274902,84.54225143749218,9.511200415082616,Mixed,Hard,6.442242189805108,9.0,20.656289102756453,1.7588862193329833,942.4233194718568,267.62017442207167
2023-02-16,Alonso,26,Alpine,Silverstone,2.55,0.4235329982814719,3.0,0,15,314.4,9.537805113215429,9,75.37805113215428,81.10122161322897,9.046864619565856,Mixed,Soft,2.3735398783934687,8.0,62.64641788758129,1.4986825828611934,1021.1073384253496,273.4277850843445
2010-01-12,Ricciardo,31,Williams,Melbourne,3.187,0.4867461124342426,6.0,0,8,330.4,8.878437360374045,11,68.78437360374045,99.91855308350588,8.255174311207107,Mixed,Hard,1.3563472644090886,10.0,30.83523956850382,1.4310784551377893,944.8351627129788,273.36992240768745
2022-12-05,Ricciardo,26,Williams,Spa,3.358,0.4736036900948215,20.0,1,0,303.2,7.891215345473766,9,68.91215345473766,87.18244318949101,9.866782252962649,Wet,Hard,1.2359607927781222,10.0,34.1071234216607,1.37836505841241,1041.0439509910625,283.788555805081
2018-07-18,Bottas,26,Ferrari,Montreal,3.18,0.470168215058695,6.0,0,8,330.9,8.473529836012833,7,64.73529836012834,95.81614864267436,7.015550624648182,Mixed,Medium,6.3465972414485,10.0,58.55733101352066,1.73819051401681,903.9793345482636,272.7948260242137
2014-05-26,Bottas,34,Red Bull,Silverstone,2.653,0.5069628590503402,4.0,0,12,316.6,7.4602679277359325,11,69.60267927735933,83.98471797227242,6.778093843745468,Mixed,Hard,2.727085128040869,9.0,39.84766812039474,1.5372047035333407,967.5620432329816,268.6841212991908
2010-10-12,Alonso,29,Mercedes,Singapore,2.337,0.4644457873783131,5.0,0,10,330.7,6.615542983973626,11,66.15542983973626,83.85662179322921,5.6969100597405244,Dry,Medium,2.978046024408525,10.0,71.47788533909628,1.5266856653451404,907.6136469417764,266.861004205611
2021-10-05,Norris,31,Williams,Monaco,2.53,0.4650124233597075,6.0,0,8,353.7,8.583934643109316,16,75.83934643109316,86.55443432562475,0.8225203960608274,Mixed,Soft,9.23106619186076,10.0,80.65231997224947,1.9494514965629508,891.4912496760169,259.0207026144673
2013-05-26,Norris,25,Haas,Spa,3.542,0.493284293769188,5.0,0,10,334.2,9.654460304708609,8,71.54460304708607,91.92112909813534,3.1645712638089654,Dry,Hard,1.65895006403582,11.0,45.076707159064455,1.5063898812650676,931.1757034843764,279.5587561921735
2018-09-10,Vettel,26,Haas,Monaco,3.057,0.4721853179591508,5.0,0,10,345.7,7.114132917156356,4,61.14132917156356,85.29288496414213,1.974808079698691,Mixed,Hard,2.3369014969922275,10.0,33.78345789520811,1.5678371288870592,909.116095940883,269.42122236014495
2015-08-15,Verstappen,22,Haas,Interlagos,3.366,0.4369884188401949,20.0,1,0,331.2,12.949433856011382,10,79.49433856011382,99.8687109710606,2.8444314212520827,Wet,Medium,7.926848166437111,8.0,65.50663665911249,1.7409314174249482,928.5646736745108,276.1201672806864
2010-12-14,Hamilton,33,Haas,Montreal,2.533,0.4941572501136004,6.0,0,8,328.8,9.766643723679495,5,52.66643723679498,94.4588466899486,3.89687720718894,Dry,Medium,1.8805149649536967,9.0,69.4209075864475,1.530513716190464,941.5473180230344,263.9495264959086
2013-08-31,Perez,25,Aston Martin,Monaco,3.295,0.4197377415393911,20.0,1,0,330.4,9.30759286313116,9,78.07592863131158,83.76039899699566,8.820273912561111,Wet,Hard,7.884206437982149,11.0,34.08172709821619,1.7636721663984447,928.3426837146164,275.37276359312835
2020-11-04,Vettel,23,Haas,Montreal,3.667,0.4591460024264578,6.0,0,8,338.2,5.600891870842657,3,56.00891870842657,84.55804219334014,0.5759009213416,Dry,Hard,2.372294634896161,10.0,22.29524847975784,1.5062775858877593,936.6678937467684,269.2833651503167
2023-03-31,Leclerc,28,McLaren,Silverstone,3.001,0.4476383282945276,20.0,1,0,342.1,8.795366211226495,13,72.95366211226495,94.08461989957652,5.2623366640074245,Mixed,Soft,4.593613824706482,9.0,97.15416768065666,1.6998476543112129,910.3042948993938,267.81464053884304
2011-08-21,Hamilton,32,Alfa Romeo,Monza,2.846,0.4388106573840765,1.0,0,25,322.7,11.884434296729392,14,78.84434296729391,92.9712698651348,5.760977756355378,Dry,Medium,4.013187494796959,8.0,54.264949252365085,1.561229848124516,974.9221852879668,260.5163016454454
2015-01-30,Perez,30,Mercedes,Singapore,3.244,0.4318172474367052,20.0,1,0,333.3,9.04668235137656,12,75.46682351376559,81.68978037127627,8.107501453391976,Wet,Hard,5.550827698525275,11.0,54.361460026199474,1.7149687889362706,928.7480264478344,285.6965358386256
2020-07-11,Leclerc,22,AlphaTauri,Monza,2.133,0.4360839013595957,1.0,0,25,331.8,11.209317225789531,19,92.09317225789532,94.12248490251136,1.9911007868234556,Dry,Soft,3.571028488377381,8.0,61.00474012843415,1.5671978871985672,926.939172627698,267.85553371826154
2016-12-07,Vettel,26,McLaren,Silverstone,2.769,0.4635649297408499,7.0,0,6,336.2,10.712954396766234,10,62.12954396766234,86.93760988832936,8.430779436421144,Mixed,Hard,6.142664930894229,11.0,22.55260477654229,1.708947024147868,961.0745522371708,275.83913854874345
2012-10-05,Sainz,21,Aston Martin,Melbourne,3.713,0.4657119454291021,6.0,0,8,330.5,7.073473696050405,7,55.73473696050405,84.93408335867865,7.417957070922951,Dry,Medium,6.540856885294096,11.0,62.12601445364848,1.7018109127259993,923.5122671246876,267.2742638577817
2014-11-10,Bottas,27,Mercedes,Interlagos,3.4,0.4661160446343578,8.0,0,4,320.9,7.061723900096864,6,65.61723900096864,86.2802291180345,4.544309719950606,Mixed,Medium,4.575792870810837,11.0,62.04709462189493,1.5959016728777855,962.1734928746672,269.6174144935113
2020-01-24,Alonso,32,Aston Martin,Suzuka,3.187,0.5397982874377216,9.0,0,2,334.5,7.140478789940479,3,46.4047878994048,93.22330363383328,8.252248807792315,Dry,Soft,5.259427111232907,11.0,66.24112211474471,1.7064155381986372,936.0628559696048,267.85724116510966
2023-08-08,Vettel,21,McLaren,Montreal,2.646,0.4901274759106274,20.0,1,0,317.8,9.666283969880968,9,71.66283969880968,83.59205868890777,6.5213314056836005,Wet,Soft,8.79055910092666,9.0,92.23521201401888,1.8124932973264372,1011.0268530868802,272.76174494781253
2011-07-25,Alonso,26,Haas,Suzuka,2.972,0.4565201942266243,5.0,0,10,324.9,8.066940811625718,6,65.66940811625719,97.08878504247303,8.387650583722749,Dry,Soft,2.1745351431986566,11.0,72.97394755961622,1.519314309077399,922.7578109748932,257.1518477127177
2011-01-10,Hamilton,26,Aston Martin,Interlagos,3.995,0.4170924751714933,20.0,1,0,331.3,12.134964258006873,14,76.34964258006872,85.99164425894043,4.78039760357115,Wet,Soft,2.17424079734222,9.0,99.42066057582178,1.573583375645275,920.8225780681088,271.16191617186706
2013-06-17,Bottas,33,Aston Martin,Silverstone,2.373,0.4332763489959818,6.0,0,8,324.3,10.133321738689858,17,81.33321738689858,99.12456204394704,4.423947473687825,Dry,Soft,8.467230269355284,10.0,66.37060457125588,1.7547933325742593,958.026989833976,263.5973121720214
2021-04-29,Ricciardo,21,Ferrari,Monza,2.988,0.4084077667527995,5.0,0,10,336.8,8.392765282035047,17,78.92765282035046,92.26363546593676,1.9016972550992284,Dry,Medium,6.890858826373577,9.0,74.82746777952157,1.7937327260331255,958.9873653873092,260.6493074307414
2016-11-23,Bottas,24,McLaren,Silverstone,2.171,0.4534805240422512,20.0,1,0,339.2,8.191887654866918,13,71.91887654866918,84.0553926891085,1.9672861534364936,Wet,Hard,2.7499080495602914,10.0,25.14780476105721,1.5681102893887109,911.2403101314168,265.82198898595215
2010-05-17,Leclerc,25,Haas,Interlagos,3.199,0.4497027947264178,20.0,1,0,327.3,13.22373223656918,17,97.23732236569178,88.04492366728348,1.539701134097614,Wet,Soft,5.918829201854624,9.0,72.41863769403614,1.6797394315408716,941.5444380990648,261.9181457893044
2023-08-31,Perez,30,AlphaTauri,Abu Dhabi,3.223,0.4863483913570135,8.0,0,4,321.8,6.803609386178354,9,63.03609386178354,83.33340152798884,9.576352530868316,Dry,Hard,6.386483126072305,11.0,29.14295438538352,1.6772137513950496,950.4034654026528,274.67306592742784
2015-03-19,Bottas,25,Red Bull,Monaco,3.127,0.4747255971989233,7.0,0,6,348.5,8.746288100205163,1,52.46288100205162,97.69028337464374,3.8717585384310342,Mixed,Hard,5.832709904015144,9.0,25.13377105244667,1.7493263519709508,910.80528321917,272.78092825860364
2012-02-17,Verstappen,23,Aston Martin,Montreal,2.619,0.4984668371151994,20.0,1,0,330.7,10.60624325740409,12,71.0624325740409,86.74688534122785,9.49365466816204,Wet,Hard,6.058431863932562,9.0,42.205386379299256,1.631699490200429,966.0047183759364,284.15512958148656
2016-09-18,Vettel,22,Red Bull,Abu Dhabi,2.573,0.4985603994576166,6.0,0,8,328.7,8.149240584423016,7,66.49240584423015,84.07627117693988,3.101509508960445,Mixed,Soft,5.765594866724062,11.0,88.5459142313119,1.6853254040370274,924.2145310679996,268.420304682858
2019-09-07,Norris,29,McLaren,Interlagos,3.15,0.5137294351810837,20.0,1,0,315.1,5.535943282878495,2,50.35943282878495,94.26767705493172,2.533238630792307,Wet,Hard,9.52914254102243,9.0,23.94448932890775,1.7397279900994504,979.7999345082404,278.57958290875865
2020-12-08,Ricciardo,31,Red Bull,Silverstone,3.172,0.4394855494017942,20.0,1,0,316.1,10.342882383601978,15,78.42882383601977,91.08051451613204,1.3840913059350046,Dry,Soft,5.515429721119052,9.0,94.48298971805994,1.6117021477147888,995.9592775087189,267.195482251227
2010-02-03,Sainz,35,Ferrari,Suzuka,3.304,0.4724848576036475,20.0,1,0,340.4,8.69584794220925,12,61.958479422092495,91.10917799672583,5.279658587017909,Wet,Hard,4.827427329315873,9.0,55.337698804296686,1.6659984365241578,879.9125376692392,278.8728053032113
2020-03-25,Ricciardo,35,Ferrari,Monaco,3.2,0.4735556717944029,20.0,1,0,325.9,9.543558409976058,14,80.43558409976058,92.66897543562348,1.317336173910748,Mixed,Soft,4.812366039545337,9.0,90.57958590942329,1.688733963343446,972.5220649095372,254.46409244103322
2014-04-01,Ricciardo,23,Williams,Spa,3.144,0.437896598564082,4.0,0,12,333.6,10.158676646885294,9,71.58676646885294,90.71541028395596,7.927207170722382,Dry,Soft,4.366496467037677,10.0,83.55947948800042,1.6799654462454845,960.1992583533352,257.46294207155063
2019-05-22,Alonso,30,Alpine,Melbourne,2.669,0.4613877037529602,4.0,0,12,334.0,9.019267826850626,11,65.19267826850627,96.1975565972898,1.5962256722253687,Mixed,Soft,9.78029927724235,9.0,60.22426690646616,1.9695824476001207,942.8366755444122,265.9733785030107
2017-06-21,Vettel,29,Haas,Spa,3.159,0.4579645118943993,2.0,0,18,335.5,11.759549192371498,19,77.59549192371497,97.32047453941344,1.7149434701432509,Mixed,Hard,9.990776437223154,8.0,41.73177266071376,2.0019354066793253,892.5798764296974,265.6811225011717
2012-04-02,Vettel,28,Haas,Interlagos,3.55,0.4550987631067826,20.0,1,0,354.8,6.838502928363202,14,73.38502928363202,85.59479550740656,7.166084530225456,Mixed,Soft,9.4914061887071,11.0,98.18497807481094,1.9014599038683777,859.335215492533,265.3344025580936
2012-02-29,Sainz,32,Alpine,Monaco,2.738,0.4916701990535119,4.0,0,12,341.6,7.284807459745618,6,57.84807459745618,87.23255510490172,8.83966273947998,Mixed,Medium,5.634390303131476,9.0,63.94269318383394,1.7011390008933944,900.6238703379545,272.19594102487207
2023-04-04,Sainz,37,Alfa Romeo,Singapore,2.907,0.4287982431384117,20.0,1,0,330.8,12.253380314900996,17,92.53380314900996,99.76412251553649,3.16547524705987,Wet,Medium,1.593269830841122,6.0,52.176110987750334,1.4582327907788686,937.162680947418,272.12298023486477
2017-02-19,Bottas,31,Aston Martin,Suzuka,3.25,0.489948138633585,20.0,1,0,324.9,7.702670840524762,3,57.02670840524762,87.85647284854906,3.401501389105672,Wet,Medium,4.077473354144935,10.0,63.71085924197288,1.570597019197119,935.8861088226638,279.85020817355786
2010-10-20,Vettel,36,Alfa Romeo,Suzuka,2.704,0.5366676490994418,5.0,0,10,320.6,8.877123972203767,5,58.77123972203768,85.50916814096522,4.565626075583564,Mixed,Hard,1.205084013180148,10.0,51.86436149070445,1.3359888427805768,950.7997555527304,269.9991300405534
2018-09-04,Leclerc,30,Red Bull,Abu Dhabi,2.839,0.4997991465852801,20.0,1,0,331.8,6.267109618644005,1,52.67109618644005,87.54300362977399,5.959775025554231,Wet,Medium,6.4523297685501975,10.0,72.19955965090485,1.7526193206220386,973.3546643784558,274.8456332702457
2012-08-02,Perez,36,Red Bull,Silverstone,2.588,0.4692281149436756,4.0,0,12,321.3,10.047453242944847,19,80.47453242944849,98.6231234459605,1.634972465713922,Mixed,Medium,7.345341588630504,8.0,44.88225172426843,1.7220474891467217,950.3080432931232,267.7608100450181
2019-10-25,Alonso,36,Red Bull,Abu Dhabi,3.29,0.4766253079543101,4.0,0,12,325.0,8.115413083660595,5,66.15413083660594,80.00429427993782,1.072840136196277,Mixed,Soft,3.687193247259743,9.0,63.20725187824996,1.5415551151539877,942.9789198397284,263.2965541620219
2016-02-07,Sainz,18,AlphaTauri,Abu Dhabi,3.51,0.4189646924287296,2.0,0,18,337.7,11.256887748003448,16,82.56887748003449,87.3918339766075,4.7607515602883455,Dry,Medium,3.365550798415687,8.0,59.642917653622575,1.566305356875977,925.2588280907296,258.5941104617716
2017-08-07,Vettel,28,Williams,Montreal,2.816,0.4859455623754393,2.0,0,18,325.6,13.136876297467532,6,61.36876297467532,97.4779549301302,4.822770456727145,Dry,Hard,1.6852536642682705,10.0,32.56534963500878,1.517646608087187,980.8144290425832,266.32800091571113
2011-04-03,Vettel,36,Alfa Romeo,Melbourne,3.217,0.506916017745065,8.0,0,4,323.6,6.444742247565211,10,64.4474224756521,97.76107012977263,5.550452185684797,Dry,Medium,6.560386693619604,10.0,40.47742793857487,1.764537222788228,950.509793423714,257.6401301621165
2015-05-18,Hamilton,19,AlphaTauri,Melbourne,3.066,0.4543572630643427,2.0,0,18,334.9,13.164690080237149,16,81.64690080237148,80.67182808123391,2.310778066906635,Dry,Medium,3.537326450070061,8.0,69.18229053498881,1.6298303660063491,943.518982916581,262.28755269155437
2021-01-28,Perez,21,Mercedes,Spa,3.373,0.4590404493290929,5.0,0,10,327.4,8.564847331988625,9,65.64847331988625,98.15025557536666,2.4824610359325128,Dry,Soft,2.3530952858680187,10.0,88.97774356228439,1.5402590602758743,938.4560971941352,268.5879991204641
2010-03-13,Verstappen,19,Haas,Singapore,2.876,0.4073722080635137,20.0,1,0,344.9,10.318758704053971,14,78.18758704053974,86.2371229238579,1.960851395718116,Wet,Medium,3.454516169167517,7.0,65.89701985246323,1.6732492266938332,881.5823519708574,271.7681842340518
2023-01-07,Ricciardo,25,Alpine,Interlagos,2.911,0.4221179688655971,3.0,0,15,328.2,11.030284870986216,17,95.30284870986216,91.1760389122518,5.27887228876621,Mixed,Soft,3.2729303130669787,9.0,81.68058255237338,1.51138445293557,953.612462834868,259.84036279829917
2019-07-20,Perez,24,Williams,Montreal,3.072,0.5009778234044256,20.0,1,0,318.6,8.48200133612275,7,59.82001336122749,92.26919916855674,7.689382389991195,Mixed,Soft,5.21531897730523,7.0,98.08956181197836,1.6248314611122423,940.8006307728364,275.9980820366358
2015-12-18,Norris,32,Aston Martin,Interlagos,3.08,0.4745187666386489,20.0,1,0,319.7,7.333440872632494,10,68.33440872632494,87.9756660739666,4.827458100542586,Dry,Soft,8.208603553066277,9.0,95.60813537900744,1.703310147605703,956.1933531664492,260.20763421159256
2019-07-05,Norris,32,Mercedes,Silverstone,4.278,0.4485136075112278,20.0,1,0,333.7,9.054374419232037,13,75.54374419232037,87.63668113660937,3.884576149631883,Wet,Soft,2.1252912013000045,11.0,96.59639816836749,1.4964720900828534,945.8328646032944,270.84109776852404
2016-11-11,Bottas,37,Mercedes,Silverstone,3.2,0.5097940114336916,9.0,0,2,348.6,5.911995778572878,2,49.11995778572879,94.62503971667344,4.324634788021051,Dry,Medium,5.009233804691601,12.0,62.91113917563561,1.7685422579526855,910.826714776089,268.2964130847989
2014-12-29,Bottas,29,AlphaTauri,Suzuka,2.594,0.4592879276733335,6.0,0,8,329.6,8.565467941087668,9,65.65467941087668,92.97354742332392,4.186362039226683,Dry,Hard,5.769456896743821,10.0,44.98279472009296,1.7228527537533107,933.2181720412226,267.02761315544467
2022-07-05,Ricciardo,29,McLaren,Monza,2.758,0.5101527130677341,9.0,0,2,330.1,5.006404485256903,1,45.06404485256903,86.53716645053316,7.86028984368123,Mixed,Medium,7.983493472138818,11.0,71.61230168831166,1.7551078531200544,955.5044753175514,275.89967980498716
2018-01-24,Sainz,31,Alpine,Monza,2.596,0.5180805372693634,9.0,0,2,338.4,6.754626840352861,2,47.54626840352861,85.6179531895005,7.899284511459669,Mixed,Medium,2.495318504272905,12.0,79.30824593875967,1.5462343871465505,919.9811403617196,274.36200542660714
